run_id,qid,domain,model,setting,prompt,output,latency_ms,ts,version,finish_reason,usage,error,domain_gold,bertscore_f1,bertscore_f1_percent
1,HIST004,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
The Treaty of Versailles was signed in 1919 at the Paris Peace Conference by the Allied powers.
Snippet B:
France was represented and its delegation led by Prime Minister Georges Clemenceau, who signed the treaty.

Question:
Which French leader signed the Treaty of Versailles for France in 1919?

Answer:",Georges Clemenceau,613,2025-09-16T12:12:30.049751,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999992847442627,99.99992847442627
1,HIST004,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
The Treaty of Versailles was signed in 1919 at the Paris Peace Conference by the Allied powers.
Snippet B:
France was represented and its delegation led by Prime Minister Georges Clemenceau, who signed the treaty.
Distractor Snippet:
Aristide Briand was a prominent French statesman but was not the principal signatory at Versailles in 1919.

Question:
Who signed the Treaty of Versailles on behalf of France?

Answer:",Georges Clemenceau,470,2025-09-16T12:12:30.519924,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999992847442627,99.99992847442627
1,HIST004,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
The Treaty of Versailles was signed in 1919 at the Paris Peace Conference by the Allied powers.
Snippet B:
France was represented and its delegation led by Prime Minister Georges Clemenceau, who signed the treaty.
Distractor Snippet:
Aristide Briand was a prominent French statesman but was not the principal signatory at Versailles in 1919.

Question:
Which French leader signed the Treaty of Versailles for France in 1919?

Answer:",Georges Clemenceau,476,2025-09-16T12:12:30.996669,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999992847442627,99.99992847442627
1,HIST005,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 221 BCE, the state of Qin unified China after conquering rival states.
Snippet B:
Its king Ying Zheng took the title Qin Shi Huang, becoming the first emperor of a unified China.

Question:
Who was the first emperor of a unified China?

Answer:",Qin Shi Huang,483,2025-09-16T12:12:31.480447,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST005,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 221 BCE, the state of Qin unified China after conquering rival states.
Snippet B:
Its king Ying Zheng took the title Qin Shi Huang, becoming the first emperor of a unified China.

Question:
Who became the first emperor after unifying China in 221 BCE?

Answer:",Qin Shi Huang,569,2025-09-16T12:12:32.050103,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST005,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 221 BCE, the state of Qin unified China after conquering rival states.
Snippet B:
Its king Ying Zheng took the title Qin Shi Huang, becoming the first emperor of a unified China.
Distractor Snippet:
Emperor Wu of Han expanded the Han Empire later, not the first unifier.

Question:
Who was the first emperor of a unified China?

Answer:",Qin Shi Huang,559,2025-09-16T12:12:32.609231,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST005,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 221 BCE, the state of Qin unified China after conquering rival states.
Snippet B:
Its king Ying Zheng took the title Qin Shi Huang, becoming the first emperor of a unified China.
Distractor Snippet:
Emperor Wu of Han expanded the Han Empire later, not the first unifier.

Question:
Who became the first emperor after unifying China in 221 BCE?

Answer:",Qin Shi Huang,510,2025-09-16T12:12:33.119721,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST006,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Archduke Franz Ferdinand was assassinated in Sarajevo in June 1914.
Snippet B:
This event triggered alliances and mobilizations that led to the outbreak of World War I.

Question:
Which war began after the assassination of Archduke Franz Ferdinand?

Answer:",World War I,617,2025-09-16T12:12:33.737432,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST006,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Archduke Franz Ferdinand was assassinated in Sarajevo in June 1914.
Snippet B:
This event triggered alliances and mobilizations that led to the outbreak of World War I.

Question:
What event in Sarajevo set off the chain of events leading to World War I?

Answer:",The assassination of Archduke Franz Ferdinand,611,2025-09-16T12:12:34.348938,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.11218154430389404,11.218154430389404
1,HIST006,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Archduke Franz Ferdinand was assassinated in Sarajevo in June 1914.
Snippet B:
This event triggered alliances and mobilizations that led to the outbreak of World War I.
Distractor Snippet:
The Crimean War occurred in the 1850s and was unrelated to the 1914 assassination.

Question:
Which war began after the assassination of Archduke Franz Ferdinand?

Answer:",World War I,510,2025-09-16T12:12:34.859190,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999996423721313,99.99996423721313
1,HIST006,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Archduke Franz Ferdinand was assassinated in Sarajevo in June 1914.
Snippet B:
This event triggered alliances and mobilizations that led to the outbreak of World War I.
Distractor Snippet:
The Crimean War occurred in the 1850s and was unrelated to the 1914 assassination.

Question:
What event in Sarajevo set off the chain of events leading to World War I?

Answer:",Assassination of Archduke Franz Ferdinand,547,2025-09-16T12:12:35.407148,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.013989098370075226,1.3989098370075226
1,HIST007,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
After consolidating power in the 1930s, Joseph Stalin led the Soviet Union during the Great Patriotic War (1941–1945).
Snippet B:
Thus, the USSR’s leader during World War II was Joseph Stalin.

Question:
Who led the Soviet Union during World War II?

Answer:",Joseph Stalin,579,2025-09-16T12:12:35.986965,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.999995768070221,99.9995768070221
1,HIST007,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
After consolidating power in the 1930s, Joseph Stalin led the Soviet Union during the Great Patriotic War (1941–1945).
Snippet B:
Thus, the USSR’s leader during World War II was Joseph Stalin.

Question:
Who led the Soviet Union during World War II?

Answer:",Joseph Stalin,419,2025-09-16T12:12:36.406320,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.999995768070221,99.9995768070221
1,HIST007,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
After consolidating power in the 1930s, Joseph Stalin led the Soviet Union during the Great Patriotic War (1941–1945).
Snippet B:
Thus, the USSR’s leader during World War II was Joseph Stalin.
Distractor Snippet:
Nikita Khrushchev led the USSR later, primarily in the late 1950s and early 1960s.

Question:
Who led the Soviet Union during World War II?

Answer:",Joseph Stalin,502,2025-09-16T12:12:36.909075,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.999995768070221,99.9995768070221
1,HIST007,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
After consolidating power in the 1930s, Joseph Stalin led the Soviet Union during the Great Patriotic War (1941–1945).
Snippet B:
Thus, the USSR’s leader during World War II was Joseph Stalin.
Distractor Snippet:
Nikita Khrushchev led the USSR later, primarily in the late 1950s and early 1960s.

Question:
Who led the Soviet Union during World War II?

Answer:",Joseph Stalin,719,2025-09-16T12:12:37.628710,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.999995768070221,99.9995768070221
1,HIST008,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1863, the Emancipation Proclamation declared enslaved people in rebellious states to be free.
Snippet B:
President Abraham Lincoln pressed for the Thirteenth Amendment (1865), which abolished slavery nationwide.

Question:
Which U.S. president abolished slavery?

Answer:",Abraham Lincoln,422,2025-09-16T12:12:38.051110,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999978542327881,99.99978542327881
1,HIST008,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1863, the Emancipation Proclamation declared enslaved people in rebellious states to be free.
Snippet B:
President Abraham Lincoln pressed for the Thirteenth Amendment (1865), which abolished slavery nationwide.

Question:
Which U.S. president issued the Emancipation Proclamation?

Answer:",Abraham Lincoln,495,2025-09-16T12:12:38.546976,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999978542327881,99.99978542327881
1,HIST008,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1863, the Emancipation Proclamation declared enslaved people in rebellious states to be free.
Snippet B:
President Abraham Lincoln pressed for the Thirteenth Amendment (1865), which abolished slavery nationwide.
Distractor Snippet:
Andrew Johnson succeeded Lincoln after his assassination but did not author the Proclamation.

Question:
Which U.S. president abolished slavery?

Answer:",Abraham Lincoln,821,2025-09-16T12:12:39.368362,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999978542327881,99.99978542327881
1,HIST008,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1863, the Emancipation Proclamation declared enslaved people in rebellious states to be free.
Snippet B:
President Abraham Lincoln pressed for the Thirteenth Amendment (1865), which abolished slavery nationwide.
Distractor Snippet:
Andrew Johnson succeeded Lincoln after his assassination but did not author the Proclamation.

Question:
Which U.S. president issued the Emancipation Proclamation?

Answer:",Abraham Lincoln,509,2025-09-16T12:12:39.878232,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999978542327881,99.99978542327881
1,HIST009,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1979, the Conservative Party won the UK general election.
Snippet B:
Its leader, Margaret Thatcher, became the first woman to serve as Prime Minister of the United Kingdom.

Question:
Who was the first female Prime Minister of the United Kingdom?

Answer:",Margaret Thatcher,513,2025-09-16T12:12:40.392324,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,1.0000007152557373,100.00007152557373
1,HIST009,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1979, the Conservative Party won the UK general election.
Snippet B:
Its leader, Margaret Thatcher, became the first woman to serve as Prime Minister of the United Kingdom.

Question:
Who became the UK’s first female Prime Minister in 1979?

Answer:",Margaret Thatcher,668,2025-09-16T12:12:41.061276,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,1.0000007152557373,100.00007152557373
1,HIST009,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1979, the Conservative Party won the UK general election.
Snippet B:
Its leader, Margaret Thatcher, became the first woman to serve as Prime Minister of the United Kingdom.
Distractor Snippet:
Theresa May became Prime Minister in 2016, not the first female PM.

Question:
Who was the first female Prime Minister of the United Kingdom?

Answer:",Margaret Thatcher,455,2025-09-16T12:12:41.516594,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,1.0000007152557373,100.00007152557373
1,HIST009,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
In 1979, the Conservative Party won the UK general election.
Snippet B:
Its leader, Margaret Thatcher, became the first woman to serve as Prime Minister of the United Kingdom.
Distractor Snippet:
Theresa May became Prime Minister in 2016, not the first female PM.

Question:
Who became the UK’s first female Prime Minister in 1979?

Answer:",Margaret Thatcher,512,2025-09-16T12:12:42.028764,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,1.0000007152557373,100.00007152557373
1,HIST010,history,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Machu Picchu is a 15th‑century citadel in the Andes of Peru.
Snippet B:
It was constructed by the Inca civilization, traditionally linked to the reign of Pachacuti.

Question:
Which ancient civilization built Machu Picchu?

Answer:",Inca,510,2025-09-16T12:12:42.539875,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999985694885254,99.99985694885254
1,HIST010,history,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Machu Picchu is a 15th‑century citadel in the Andes of Peru.
Snippet B:
It was constructed by the Inca civilization, traditionally linked to the reign of Pachacuti.

Question:
Which civilization built Machu Picchu in the Andes?

Answer:",Inca,512,2025-09-16T12:12:43.052871,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999985694885254,99.99985694885254
1,HIST010,history,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Machu Picchu is a 15th‑century citadel in the Andes of Peru.
Snippet B:
It was constructed by the Inca civilization, traditionally linked to the reign of Pachacuti.
Distractor Snippet:
Tikal is a major Maya site in Guatemala, not Inca.

Question:
Which ancient civilization built Machu Picchu?

Answer:",Inca,613,2025-09-16T12:12:43.666941,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999985694885254,99.99985694885254
1,HIST010,history,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Machu Picchu is a 15th‑century citadel in the Andes of Peru.
Snippet B:
It was constructed by the Inca civilization, traditionally linked to the reign of Pachacuti.
Distractor Snippet:
Tikal is a major Maya site in Guatemala, not Inca.

Question:
Which civilization built Machu Picchu in the Andes?

Answer:",Inca,528,2025-09-16T12:12:44.196054,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,history,0.9999985694885254,99.99985694885254
1,SCI001,science,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
A water molecule consists of two hydrogen atoms bonded to one oxygen atom.
Snippet B:
The chemical formula that represents water is H2O.

Question:
What is the chemical symbol for water?

Answer:",H2O,597,2025-09-16T12:12:44.793381,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000007152557373,100.00007152557373
1,SCI001,science,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
A water molecule consists of two hydrogen atoms bonded to one oxygen atom.
Snippet B:
The chemical formula that represents water is H2O.

Question:
What is the chemical formula for water?

Answer:",H2O,684,2025-09-16T12:12:45.477762,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000007152557373,100.00007152557373
1,SCI001,science,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
A water molecule consists of two hydrogen atoms bonded to one oxygen atom.
Snippet B:
The chemical formula that represents water is H2O.
Distractor Snippet:
Hydrogen peroxide has the formula H2O2, not water.

Question:
What is the chemical symbol for water?

Answer:",H2O,645,2025-09-16T12:12:46.123792,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000007152557373,100.00007152557373
1,SCI001,science,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
A water molecule consists of two hydrogen atoms bonded to one oxygen atom.
Snippet B:
The chemical formula that represents water is H2O.
Distractor Snippet:
Hydrogen peroxide has the formula H2O2, not water.

Question:
What is the chemical formula for water?

Answer:",H2O,614,2025-09-16T12:12:46.738641,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000007152557373,100.00007152557373
1,SCI002,science,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
An element’s atomic number equals the number of protons in its nucleus.
Snippet B:
The element with atomic number 6 is carbon.

Question:
Which element has the atomic number 6?

Answer:",Carbon,499,2025-09-16T12:12:47.238401,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,0.9999982118606567,99.99982118606567
1,SCI002,science,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
An element’s atomic number equals the number of protons in its nucleus.
Snippet B:
The element with atomic number 6 is carbon.

Question:
Which element has atomic number 6?

Answer:",Carbon,422,2025-09-16T12:12:47.660848,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,0.9999982118606567,99.99982118606567
1,SCI002,science,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
An element’s atomic number equals the number of protons in its nucleus.
Snippet B:
The element with atomic number 6 is carbon.
Distractor Snippet:
Nitrogen has atomic number 7, one higher than carbon.

Question:
Which element has the atomic number 6?

Answer:",Carbon,823,2025-09-16T12:12:48.484336,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,0.9999982118606567,99.99982118606567
1,SCI002,science,gemini_pro,para_dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
An element’s atomic number equals the number of protons in its nucleus.
Snippet B:
The element with atomic number 6 is carbon.
Distractor Snippet:
Nitrogen has atomic number 7, one higher than carbon.

Question:
Which element has atomic number 6?

Answer:",Carbon,507,2025-09-16T12:12:48.991511,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,0.9999982118606567,99.99982118606567
1,SCI003,science,gemini_pro,gold,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Cellular respiration in humans produces carbon dioxide as a waste product.
Snippet B:
Humans exhale carbon dioxide (CO2) during breathing.

Question:
What gas do humans exhale during respiration?

Answer:",Carbon dioxide,512,2025-09-16T12:12:49.504348,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000028610229492,100.00028610229492
1,SCI003,science,gemini_pro,para,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Cellular respiration in humans produces carbon dioxide as a waste product.
Snippet B:
Humans exhale carbon dioxide (CO2) during breathing.

Question:
What gas do humans primarily exhale during respiration?

Answer:",Carbon dioxide,509,2025-09-16T12:12:50.014381,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000028610229492,100.00028610229492
1,SCI003,science,gemini_pro,dist,"Use the snippets to answer the question.
Rules: Output only the final answer as a short span. No explanations.

Snippet A:
Cellular respiration in humans produces carbon dioxide as a waste product.
Snippet B:
Humans exhale carbon dioxide (CO2) during breathing.
Distractor Snippet:
Oxygen (O2) is primarily inhaled and used by tissues rather than exhaled.

Question:
What gas do humans exhale during respiration?

Answer:",Carbon dioxide,514,2025-09-16T12:12:50.529505,gemini-1.5-pro,,"{'prompt_tokens': None, 'completion_tokens': None, 'total_tokens': None}",,science,1.0000028610229492,100.00028610229492
